path,recommended_location,owner,category,owner_confidence,category_confidence,risk
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-02_jesus-nation-tv-advertisement.md,AI-Systems/Project/2023-03-02_jesus-nation-tv-advertisement.md,AI System,Project,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-02_jesus-nation-tv.md,Review-Queue/Project/2023-03-02_jesus-nation-tv.md,Uncertain,Project,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-02_video-script-for-jesus-nation-tv.md,AI-Systems/Project/2023-03-02_video-script-for-jesus-nation-tv.md,AI System,Project,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-03_seasons-of-a-believer.md,Review-Queue/Project/2023-03-03_seasons-of-a-believer.md,Uncertain,Project,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-04_beauty-inside-out.md,Review-Queue/Project/2023-03-04_beauty-inside-out.md,Uncertain,Project,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-04_error-on-table-definitions.md,AI-Systems/Project/2023-03-04_error-on-table-definitions.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-06_ai-model-capabilities.md,Review-Queue/Knowledge/2023-03-06_ai-model-capabilities.md,Uncertain,Knowledge,0.0,0.98,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-06_video-workflow-tracker.md,Businesses/Product/2023-03-06_video-workflow-tracker.md,Business,Product,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-11_product-information-functions.md,Businesses/Product/2023-03-11_product-information-functions.md,Business,Product,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-11_temp-tables-creation.md,Businesses/Business/2023-03-11_temp-tables-creation.md,Business,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-12_stillness-and-exaltation.md,Reference-Library/Knowledge/2023-03-12_stillness-and-exaltation.md,Reference Library,Knowledge,0.95,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-12_stillness-exalts-god.md,Reference-Library/Uncertain/2023-03-12_stillness-exalts-god.md,Reference Library,Uncertain,0.95,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-13_2023-03-13-chat.md,Businesses/Business/2023-03-13_2023-03-13-chat.md,Business,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-13_friendship-in-jesus.md,AI-Systems/Project/2023-03-13_friendship-in-jesus.md,AI System,Project,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-14_refining-questions-providing-answers.md,AI-Systems/Education/2023-03-14_refining-questions-providing-answers.md,AI System,Education,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-15_2023-03-15-chat.md,AI-Systems/Project/2023-03-15_2023-03-15-chat.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-16_2023-03-16-chat.md,Businesses/Business/2023-03-16_2023-03-16-chat.md,Business,Business,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-03-25_ai-writing-quality-improvement.md,AI-Systems/Uncertain/2023-03-25_ai-writing-quality-improvement.md,AI System,Uncertain,0.98,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-05-07_capital-of-zim-harare.md,AI-Systems/Project/2023-05-07_capital-of-zim-harare.md,AI System,Project,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-05-18_zim-capital-harare.md,Review-Queue/Project/2023-05-18_zim-capital-harare.md,Uncertain,Project,0.0,0.87,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-05-26_2023-05-26-chat.md,AI-Systems/Project/2023-05-26_2023-05-26-chat.md,AI System,Project,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-06-03_2023-06-03-chat.md,Review-Queue/Project/2023-06-03_2023-06-03-chat.md,Uncertain,Project,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-06-25_2023-06-25-chat.md,AI-Systems/Project/2023-06-25_2023-06-25-chat.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-07-06_2023-07-06-chat.md,AI-Systems/Project/2023-07-06_2023-07-06-chat.md,AI System,Project,0.79,0.79,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-08-07_2023-08-07-chat.md,AI-Systems/Project/2023-08-07_2023-08-07-chat.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-08-10_guidance-for-family-settlement.md,Family-Vault/Family/2023-08-10_guidance-for-family-settlement.md,Shared Family,Family,0.98,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-08-27_sticky-header-code.md,AI-Systems/Project/2023-08-27_sticky-header-code.md,AI System,Project,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-09-05_2023-09-05-chat.md,Family-Vault/Project/2023-09-05_2023-09-05-chat.md,Shared Family,Project,0.87,0.79,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-09-13_2023-09-13-chat.md,Titus-Vault/Uncertain/2023-09-13_2023-09-13-chat.md,Titus,Uncertain,0.95,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-09-14_2023-09-14-chat.md,AI-Systems/Project/2023-09-14_2023-09-14-chat.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-10-09_2023-10-09-chat.md,AI-Systems/Project/2023-10-09_2023-10-09-chat.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-10-10_2023-10-10-chat.md,AI-Systems/Project/2023-10-10_2023-10-10-chat.md,AI System,Project,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-10-19_mrs-carries-birthday-snacking.md,Review-Queue/Project/2023-10-19_mrs-carries-birthday-snacking.md,Uncertain,Project,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-10-27_love-story-tribute.md,Titus-Vault/Project/2023-10-27_love-story-tribute.md,Titus,Project,0.98,0.79,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-11-07_2023-11-07-chat.md,Review-Queue/Project/2023-11-07_2023-11-07-chat.md,Uncertain,Project,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-11-10_name-correction-for-fredah.md,AI-Systems/Project/2023-11-10_name-correction-for-fredah.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-11-10_rephrase-with-emojis.md,AI-Systems/Project/2023-11-10_rephrase-with-emojis.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-11-14_faithful-encouragement-unity-uplift.md,Review-Queue/Project/2023-11-14_faithful-encouragement-unity-uplift.md,Uncertain,Project,0.0,0.79,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-11-16_proclaim-jesus-boldly.md,AI-Systems/Project/2023-11-16_proclaim-jesus-boldly.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-12-02_ready-for-the-lord.md,AI-Systems/Project/2023-12-02_ready-for-the-lord.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-12-04_video-editing-price-average.md,AI-Systems/Project/2023-12-04_video-editing-price-average.md,AI System,Project,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-12-13_log-out-request-approved.md,AI-Systems/Project/2023-12-13_log-out-request-approved.md,AI System,Project,0.71,0.79,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-12-20_living-water-transforming-lives.md,Titus-Vault/Career/2023-12-20_living-water-transforming-lives.md,Titus,Career,0.87,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2023-12-28_2023-12-28-chat.md,Family-Vault/Uncertain/2023-12-28_2023-12-28-chat.md,Shared Family,Uncertain,0.79,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-05_condolences-and-scriptural-comfort.md,Review-Queue/Uncertain/2024-01-05_condolences-and-scriptural-comfort.md,Uncertain,Uncertain,0.0,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-05_viral-tiktok-tips.md,Titus-Vault/Uncertain/2024-01-05_viral-tiktok-tips.md,Titus,Uncertain,0.98,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-06_teaching-structure-and-prompt.md,AI-Systems/Uncertain/2024-01-06_teaching-structure-and-prompt.md,AI System,Uncertain,0.87,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-08_scriptures-master-trouble.md,AI-Systems/Uncertain/2024-01-08_scriptures-master-trouble.md,AI System,Uncertain,0.79,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-13_grateful-love-and-appreciation.md,AI-Systems/Uncertain/2024-01-13_grateful-love-and-appreciation.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-14_race-swift-vs-steady.md,AI-Systems/Uncertain/2024-01-14_race-swift-vs-steady.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-16_gods-patient-repentance-lesson.md,AI-Systems/Uncertain/2024-01-16_gods-patient-repentance-lesson.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-19_bank-visit-discouraged-by-helen.md,Titus-Vault/Daily Note/2024-01-19_bank-visit-discouraged-by-helen.md,Titus,Daily Note,0.79,0.87,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-19_divine-truth-john-146.md,Review-Queue/Uncertain/2024-01-19_divine-truth-john-146.md,Uncertain,Uncertain,0.0,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-19_serious-scripture-for-all.md,AI-Systems/AI Agent/2024-01-19_serious-scripture-for-all.md,AI System,AI Agent,0.98,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-19_the-way-truth-life.md,AI-Systems/Daily Note/2024-01-19_the-way-truth-life.md,AI System,Daily Note,0.87,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-26_2024-01-26-chat.md,AI-Systems/Daily Note/2024-01-26_2024-01-26-chat.md,AI System,Daily Note,0.71,0.95,Medium
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-27_grandmas-birthday-celebration.md,Family-Vault/Family/2024-01-27_grandmas-birthday-celebration.md,Shared Family,Family,0.98,0.95,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-29_bible-curiosity-topics.md,AI-Systems/Uncertain/2024-01-29_bible-curiosity-topics.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-29_decode-early-christian-fish.md,Review-Queue/Uncertain/2024-01-29_decode-early-christian-fish.md,Uncertain,Uncertain,0.0,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-29_dove-peace-spirit.md,AI-Systems/Uncertain/2024-01-29_dove-peace-spirit.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-01-30_2024-01-30-chat.md,AI-Systems/Daily Note/2024-01-30_2024-01-30-chat.md,AI System,Daily Note,0.79,0.98,Low
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-02-02_teaching-spiritual-responses.md,AI-Systems/Uncertain/2024-02-02_teaching-spiritual-responses.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-02-02_thankful-wifes-support-scripture.md,Review-Queue/Uncertain/2024-02-02_thankful-wifes-support-scripture.md,Uncertain,Uncertain,0.0,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-02-11_revamp-chatgpt-instructions.md,Reference-Library/Uncertain/2024-02-11_revamp-chatgpt-instructions.md,Reference Library,Uncertain,0.79,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-02-12_seek-gods-kingdom.md,Review-Queue/Uncertain/2024-02-12_seek-gods-kingdom.md,Uncertain,Uncertain,0.0,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-02-29_2024-02-29-chat.md,Review-Queue/Daily Note/2024-02-29_2024-02-29-chat.md,Uncertain,Daily Note,0.0,0.95,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-03_glory-amidst-present-suffering.md,AI-Systems/Uncertain/2024-03-03_glory-amidst-present-suffering.md,AI System,Uncertain,0.87,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-03_hopeful-dawn-romans-818.md,AI-Systems/Uncertain/2024-03-03_hopeful-dawn-romans-818.md,AI System,Uncertain,0.95,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-03_paul-writes-hopeful-letter.md,AI-Systems/Uncertain/2024-03-03_paul-writes-hopeful-letter.md,AI System,Uncertain,0.87,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-03_suffering-to-glory.md,AI-Systems/Uncertain/2024-03-03_suffering-to-glory.md,AI System,Uncertain,0.87,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-05_visualizing-acts-36.md,AI-Systems/Uncertain/2024-03-05_visualizing-acts-36.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-14_insurance-enrollment-request.md,AI-Systems/Uncertain/2024-03-14_insurance-enrollment-request.md,AI System,Uncertain,0.98,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-23_prayer-points-summary.md,Family-Vault/Uncertain/2024-03-23_prayer-points-summary.md,Shared Family,Uncertain,0.98,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-24_christian-content-creator-guide.md,AI-Systems/Uncertain/2024-03-24_christian-content-creator-guide.md,AI System,Uncertain,0.71,0.0,High
10-Archive/ChatGPT-Exports/ABOUT ME/PROJECTS/TEMPLATES/OUTPUTS/Resumes/Riipen-AeroCardia/About-Me/Notion Workspace Management/unzuppi/ChatGPT-KnowledgeVault/Conversations/AI-Projects/2024-03-24_excited-for-program.md,AI-Systems/Uncertain/2024-03-24_excited-for-program.md,AI System,Uncertain,0.79,0.0,High
